"threshold","accuracy","balanced_accuracy","precision_satisfied","recall_satisfied","f1_satisfied"
0.3,0.414225941422594,0.5,0.414225941422594,1,0.585798816568047
0.35,0.698744769874477,0.676298701298701,0.666666666666667,0.545454545454545,0.6
0.4,0.698744769874477,0.676298701298701,0.666666666666667,0.545454545454545,0.6
0.45,0.698744769874477,0.676298701298701,0.666666666666667,0.545454545454545,0.6
0.5,0.698744769874477,0.676298701298701,0.666666666666667,0.545454545454545,0.6
0.55,0.698744769874477,0.676298701298701,0.666666666666667,0.545454545454545,0.6
0.6,0.698744769874477,0.676298701298701,0.666666666666667,0.545454545454545,0.6
0.65,0.698744769874477,0.676298701298701,0.666666666666667,0.545454545454545,0.6
0.7,0.585774058577406,0.5,NA,0,NA
